,fighter,birthday,height,weight,reach,stance
1950,Harold-Howard,,74.0,240.0,,Orthodox
1951,Gerry-Harris,,80.0,270.0,,Orthodox
1952,David-Hood,,72.0,200.0,,
1953,Onassis-Parungao,,71.0,200.0,,
1954,Francesco-Maturi,,,,,
1955,Joel-Sutton,,71.0,205.0,,Orthodox
1956,Anthony-Macias,,69.0,185.0,,Switch
1957,Patrick-Smith,1963-08-28,74.0,225.0,,Orthodox
1958,Rudyard-Moncayo,,70.0,195.0,,Orthodox
1959,John-Matua,,74.0,400.0,,Orthodox
1960,He-Man-Gipson,,,,,
1961,Jack-McGlaughlin,,,,,Orthodox
1962,Todd-Medina,,70.0,193.0,,Southpaw
1963,Ernie-Verdicia,,71.0,199.0,,Orthodox
1964,Jon-Hess,,79.0,295.0,,
1965,Andy-Anderson,1974-07-16,66.0,240.0,,
1966,John-Dowdy,,,,,
1967,Asbel-Cancio,,70.0,225.0,,
1968,Melton-Bowen,1969-07-16,72.0,225.0,,Orthodox
1969,Joe-Son,1970-11-22,64.0,236.0,,Orthodox
1970,Ron-van-Clief,1943-01-25,70.0,190.0,,Orthodox
1971,Jason-Fairn,,73.0,230.0,,
1972,Eldo-Xavier-Dias,1964-07-16,71.0,180.0,,
1973,Kevin-Rosier,,76.0,275.0,,Orthodox
1974,Roland-Payne,,69.0,205.0,,Orthodox
1975,Emmanuel-Yarborough,1960-09-05,80.0,770.0,,Open Stance
1976,Johnny-Rhodes,,72.0,210.0,,Orthodox
1977,Orlando-Wiet,,70.0,170.0,,Southpaw
1978,Fred-Ettish,,72.0,180.0,,Southpaw
1979,Scott-Morris,,70.0,210.0,,Orthodox
1980,Minoki-Ichihara,,67.0,178.0,,Orthodox
1981,Scott-Baker,,72.0,210.0,,
1982,Alberta-Cerra-Leon,,68.0,238.0,,
1983,Robert-Lucarelli,,74.0,245.0,,
1984,Frank-Hamaker,,,,,
1985,Thaddeus-Luster,,75.0,210.0,,
1986,David-Levicki,,77.0,275.0,,
1987,Ray-Wizard,,,,,
1988,Sean-Daugherty,1975-12-04,72.0,175.0,,
1989,Gerard-Gordeau,1959-03-30,77.0,216.0,,Orthodox
1990,Art-Jimmerson,1963-08-04,73.0,196.0,,Orthodox
1991,Teila-Tuli,1969-06-14,72.0,430.0,,Orthodox
