,fighter,birthday,height,weight,reach,stance
1953,Patrick-Smith,1963-08-28,74.0,225.0,,Orthodox
1954,Rudyard-Moncayo,,70.0,195.0,,Orthodox
1955,John-Matua,,74.0,400.0,,Orthodox
1956,He-Man-Gipson,,,,,
1957,Jack-McGlaughlin,,,,,Orthodox
1958,Todd-Medina,,70.0,193.0,,Southpaw
1959,Ernie-Verdicia,,71.0,199.0,,Orthodox
1960,Jon-Hess,,79.0,295.0,,
1961,Andy-Anderson,1974-07-16,66.0,240.0,,
1962,John-Dowdy,,,,,
1963,Asbel-Cancio,,70.0,225.0,,
1964,Melton-Bowen,1969-07-16,72.0,225.0,,Orthodox
1965,Joe-Son,1970-11-22,64.0,236.0,,Orthodox
1966,Ron-van-Clief,1943-01-25,70.0,190.0,,Orthodox
1967,Jason-Fairn,,73.0,230.0,,
1968,Eldo-Xavier-Dias,1964-07-16,71.0,180.0,,
1969,Kevin-Rosier,,76.0,275.0,,Orthodox
1970,Roland-Payne,,69.0,205.0,,Orthodox
1971,Emmanuel-Yarborough,1960-09-05,80.0,770.0,,Open Stance
1972,Johnny-Rhodes,,72.0,210.0,,Orthodox
1973,Orlando-Wiet,,70.0,170.0,,Southpaw
1974,Fred-Ettish,,72.0,180.0,,Southpaw
1975,Scott-Morris,,70.0,210.0,,Orthodox
1976,Minoki-Ichihara,,67.0,178.0,,Orthodox
1977,Scott-Baker,,72.0,210.0,,
1978,Alberta-Cerra-Leon,,68.0,238.0,,
1979,Robert-Lucarelli,,74.0,245.0,,
1980,Frank-Hamaker,,,,,
1981,Thaddeus-Luster,,75.0,210.0,,
1982,David-Levicki,,77.0,275.0,,
1983,Ray-Wizard,,,,,
1984,Sean-Daugherty,1975-12-04,72.0,175.0,,
1985,Gerard-Gordeau,1959-03-30,77.0,216.0,,Orthodox
1986,Art-Jimmerson,1963-08-04,73.0,196.0,,Orthodox
1987,Teila-Tuli,1969-06-14,72.0,430.0,,Orthodox
